web-scraper-order,web-scraper-start-url,link,link-href,dataset_availability,dataset_provider,dataset_provider-href,tags,description
"1573166343-113","https://developers.google.com/earth-engine/datasets/catalog","PERSIANN-CDR: Precipitation Estimation from Remotely Sensed Information Using Artificial Neural Networks-Climate Data Record","https://developers.google.com/earth-engine/datasets/catalog/NOAA_PERSIANN-CDR","1983-01-01T00:00:00 - Present","NOAA NCDC","https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.ncdc:C00854","precipitation
    
      persiann
    
      geophysical
    
      weather
    
      climate
    
      noaa
    
      cdr
    
      ncdc","PERSIANN-CDR is a daily quasi-global precipitation product that spans the period from 1983-01-01 to present.  The data is produced quarterly, with a typical lag of three months. The product is developed by the Center for Hydrometeorology and Remote Sensing at the University of California, Irvine (UC-IRVINE/CHRS) using Gridded Satellite (GridSat-B1) IR data that are derived from merging ISCCP B1 IR data, along with GPCP version 2.2."
"1573166168-88","https://developers.google.com/earth-engine/datasets/catalog","OpenLandMap Sand content","https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_SAND-WFRACTION_USDA-3A1A1A_M_v02","1950-01-01T00:00:00 - 2018-01-01T00:00:00","EnvirometriX Ltd","https://doi.org/10.5281/zenodo.1476851","soil
    
      sand
    
      usda
    
      envirometrix
    
      openlandmap
    
      opengeohub","Sand content in % (kg / kg) at 6 standard depths (0, 10, 30, 60, 100 and 200 cm) at 250 m resolution"
"1573167030-275","https://developers.google.com/earth-engine/datasets/catalog","HYCOM: Hybrid Coordinate Ocean Model, Water Velocity","https://developers.google.com/earth-engine/datasets/catalog/HYCOM_sea_water_velocity","1992-10-02T00:00:00 - Present","NOPP","https://hycom.org/","ocean
    
      water
    
      velocity
    
      hycom
    
      nopp","The Hybrid Coordinate Ocean Model (HYCOM) is a data-assimilative hybrid
isopycnal-sigma-pressure (generalized) coordinate ocean model. The subset
of HYCOM data hosted in EE contains the variables salinity, temperature,
velocity, and elevation. They have been interpolated to a uniform
0.08 degree lat/long grid between 80.48°S and 80.48°N. The salinity,
temperature, and velocity variables have been interpolated to 40
standard z-levels."
"1573166105-77","https://developers.google.com/earth-engine/datasets/catalog","RESOLVE Ecoregions 2017","https://developers.google.com/earth-engine/datasets/catalog/RESOLVE_ECOREGIONS_2017","2017-04-05 - 2017-04-05","RESOLVE Biodiversity and Wildlife Solutions","https://ecoregions2017.appspot.com/","ecoregions
    
      biodiversity
    
      conservation
    
      habitats
    
      global
    
      protection
    
      resolve","The RESOLVE Ecoregions dataset, updated in 2017, offers a depiction of the 846 terrestrial ecoregions that represent our living planet.  View the stylized map at http://ecoregions2017.appspot.com/ or in Earth Engine."
"1573166999-260","https://developers.google.com/earth-engine/datasets/catalog","JRC Global Surface Water Mapping Layers, v1.1","https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_1_GlobalSurfaceWater","1984-03-16T00:00:00 - 2019-01-01T00:00:00","EC JRC / Google","http://global-surface-water.appspot.com/","surface
    
      water
    
      geophysical
    
      landsat-derived
    
      jrc
    
      google","This dataset contains maps of the location and temporal
distribution of surface water from 1984 to 2018 and provides
statistics on the extent and change of those water surfaces.
For more information see the associated journal article: High-resolution
mapping of global surface water and its long-term changes
(Nature, 2016) and the online Data Users Guide."
"1573166857-192","https://developers.google.com/earth-engine/datasets/catalog","MOD14A2.006: Terra Thermal Anomalies & Fire 8-Day Global 1km","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD14A2","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MOD14A2.006","fire
    
      modis
    
      mod14a2
    
      8-day
    
      global
    
      terra
    
      usgs
    
      nasa","The MOD14A2 V6 dataset provides 8-day fire mask composites at 1km resolution. It contains the maximum value of the individual pixel classes over the compositing period. Along with the fire mask, an associated quality information layer is also provided."
"1573166924-224","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 4 Surface Reflectance Tier 1","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C01_T1_SR","null","USGS","https://landsat.usgs.gov/landsat-surface-reflectance-high-level-data-products","global
    
      sr
    
      reflectance
    
      ledaps
    
      cloud
    
      fmask
    
      cfmask
    
      lt04
    
      landsat
    
      usgs","This dataset is the atmospherically
corrected surface reflectance from  the Landsat 4 ETM sensor.
These images contain 4 visible and near-infrared (VNIR) bands and 2 short-wave
infrared (SWIR) bands processed to orthorectified surface reflectance,
and one thermal infrared (TIR) band processed to orthorectified brightness
temperature.  The VNIR and SWIR bands have a resolution of 30m / pixel.
The TIR band, while originally collected with a resolution of 120m / pixel
(60m / pixel for Landsat 7) has been resampled using cubic convolution to 30m."
"1573166673-154","https://developers.google.com/earth-engine/datasets/catalog","GRACE Monthly Mass Grids - Land","https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_LAND","2002-04-01T00:00:00 - 2017-02-03T00:00:00","NASA Jet Propulsion Laboratory","https://grace.jpl.nasa.gov/data/get-data/monthly-mass-grids/","grace
    
      tellus
    
      gravity
    
      mass
    
      water
    
      land
    
      nasa
    
      jpl
    
      crs
    
      gfz","GRACE Tellus Monthly Mass Grids provides monthly
gravitational anomalies relative to a 2004-2010 time-mean baseline.
The data contained in this dataset are units of ""Equivalent Water Thickness""
which represent the deviations of mass in terms of vertical extent
of water in centimeters. See the provider's Monthly Mass
Grids Overview
for more details."
"1573166333-112","https://developers.google.com/earth-engine/datasets/catalog","VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km","https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP09GA","2012-01-19T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/VIIRS/VNP09GA.001","sr
    
      reflectance
    
      daily
    
      vnp09ga
    
      nasa
    
      noaa
    
      viirs
    
      npp","The Visible Infrared Imaging Radiometer Suite (VIIRS) daily surface
reflectance (VNP09GA) product provides an estimate of land
surface reflectance from the Suomi National Polar-Orbiting Partnership
(S-NPP) VIIRS sensor. Data are provided for three imagery bands
(I1, I2, I3) at nominal 500 meter resolution (~463 meter) and nine
moderate-resolution bands (M1, M2, M3, M4, M5, M7, M8, M10, M11) at nominal
1 kilometer (~926 meter) resolution. The 500 meter and 1 kilometer datasets
are derived through resampling the native 375 meter and 750 meter VIIRS
resolutions, respectively, in the L2 input product. These bands are
corrected for atmospheric conditions to provide an estimate
of the surface spectral reflectance as it would be measured at ground level."
"1573165909-34","https://developers.google.com/earth-engine/datasets/catalog","Landsat Image Mosaic of Antarctica (LIMA) - Processed Landsat Scenes (16 bit)","https://developers.google.com/earth-engine/datasets/catalog/USGS_LIMA_SR","1999-06-30T00:00:00 - 2002-09-04T00:00:00","USGS","https://lima.usgs.gov/index.php","antarctica
    
      sr
    
      mosaic
    
      ice
    
      usgs
    
      lima
    
      landsat-derived","The Landsat Image Mosaic of Antarctica (LIMA) is a seamless
and virtually cloudless mosaic created from processed
Landsat 7 ETM+ scenes."
"1573166982-252","https://developers.google.com/earth-engine/datasets/catalog","Landsat Global Land Survey 2005, Landsat 7 scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005_L7","2003-07-29T00:00:00 - 2008-07-29T00:00:00","USGS","http://landsat.usgs.gov/","radiance
    
      landsat
    
      usgs
    
      gls
    
      l7
    
      etm","The GLS2005 data set is a collection of 9500
orthorectified leaf-on medium-resolution satellite images collected between
2004 and 2007 and covering the Earth's land masses. GLS2005 uses mainly Landsat
5 and gap-filled Landsat 7 data with EO-1 ALI and Terra ASTER data filling in
any data holes."
"1573166980-251","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 8 Collection 1 Tier 1 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C01_T1","null","USGS","http://landsat.usgs.gov/","global
    
      oli-tirs
    
      l8
    
      lc8
    
      c1
    
      tier1
    
      t1
    
      radiance
    
      landsat
    
      usgs","Landsat 8 Collection 1 Tier 1 DN values, representing scaled, calibrated at-sensor radiance."
"1573166978-250","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 8 Collection 1 Tier 1 and Real-Time data Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C01_T1_RT","null","USGS","http://landsat.usgs.gov/","global
    
      oli-tirs
    
      l8
    
      lc8
    
      c1
    
      tier1
    
      t1
    
      nrt
    
      rt
    
      radiance
    
      landsat
    
      usgs","Landsat 8 Collection 1 Tier 1 and Real-Time data DN values, representing scaled, calibrated at-sensor radiance."
"1573165849-5","https://developers.google.com/earth-engine/datasets/catalog","WWF HydroSHEDS Drainage Direction, 15 Arc-Seconds","https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15DIR","2000-02-11T00:00:00 - 2000-02-22T00:00:00","WWF","http://www.hydrosheds.org/","geophysical
    
      drainage
    
      flow
    
      direction
    
      wwf
    
      hydrosheds
    
      water
    
      hydrology
    
      hydrography
    
      srtm","HydroSHEDS is a mapping product that provides hydrographic information for regional and global-scale applications in a consistent format. It offers a suite of geo-referenced datasets (vector and raster) at various scales, including river networks, watershed boundaries, drainage directions, and flow accumulations. HydroSHEDS is based on elevation data obtained in 2000 by NASA's Shuttle Radar Topography Mission (SRTM)."
"1573165868-14","https://developers.google.com/earth-engine/datasets/catalog","FORMA Raw Output NDVI","https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_raw_output_ndvi","null","World Resources Institute / Global Forest Watch","http://www.globalforestwatch.org/","forests
    
      deforestation
    
      modis
    
      monitoring
    
      daily
    
      forma
    
      gfw
    
      wri","FORMA alerts are detected using a combination of two MODIS
products: NDVI (Normalized Difference Vegetation Index) and FIRMS
(Fires Information for Resource Management System). NDVI updates are
processed every 16 days, while fire updates are processed daily. Models
are developed individually for each ecogroup to relate the two inputs to
the area of clearing, using the Hansen annual tree cover loss data to train
the model. The minimum threshold to qualify as an alert is 25% of the pixel
cleared, though thresholds vary by ecogroup to minimize false positives.
Here is an example script
for a quick introduction to the FORMA datasets."
"1573167145-331","https://developers.google.com/earth-engine/datasets/catalog","GPWv411: Water Area (Gridded Population of the World Version 4.11)","https://developers.google.com/earth-engine/datasets/catalog/CIESIN_GPWv411_GPW_Water_Area","2000-01-01T00:00:00 - 2020-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/collection/gpw-v4","population
    
      ciesin
    
      gpw","The Gridded Population of World Version 4 (GPWv4), Revision 11 models the distribution
of global human population for the years 2000, 2005, 2010, 2015, and 2020
on 30 arc-second (approximately 1km) grid cells. Population is distributed
to cells using proportional allocation of population from census and
administrative units. Population input data are collected at the most
detailed spatial resolution available from the results of the 2010 round of
censuses, which occurred between 2005 and 2014. The input data are
extrapolated to produce population estimates for each modeled year."
"1573166853-190","https://developers.google.com/earth-engine/datasets/catalog","MOD17A2H.006: Terra Gross Primary Productivity 8-Day Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD17A2H","2000-03-05T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MOD17A2H.006","gpp
    
      psn
    
      productivity
    
      photosynthesis
    
      modis
    
      mod17a2
    
      8-day
    
      global
    
      terra
    
      usgs
    
      nasa","The MOD17A2H V6 Gross Primary Productivity (GPP) product is a cumulative 8-day composite with a 500m resolution. The product is based on the radiation-use efficiency concept and can be potentially used as inputs to data models to calculate terrestrial energy, carbon, water cycle processes, and biogeochemistry of vegetation."
"1573167032-276","https://developers.google.com/earth-engine/datasets/catalog","HYCOM: Hybrid Coordinate Ocean Model, Water Temperature and Salinity","https://developers.google.com/earth-engine/datasets/catalog/HYCOM_sea_temp_salinity","1992-10-02T00:00:00 - Present","NOPP","https://hycom.org/","ocean
    
      water
    
      sst
    
      water-temp
    
      salinity
    
      hycom
    
      nopp","The Hybrid Coordinate Ocean Model (HYCOM) is a data-assimilative hybrid
isopycnal-sigma-pressure (generalized) coordinate ocean model. The subset
of HYCOM data hosted in EE contains the variables salinity, temperature,
velocity, and elevation. They have been interpolated to a uniform
0.08 degree lat/long grid between 80.48°S and 80.48°N. The salinity,
temperature, and velocity variables have been interpolated to 40
standard z-levels."
"1573167079-299","https://developers.google.com/earth-engine/datasets/catalog","US NED CHILI (Continuous Heat-Insolation Load Index)","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_CHILI","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      us
    
      csp
    
      ergo","CHILI is a surrogate for effects of insolation and topographic shading on
evapotranspiration represented by calculating insolation at early afternoon,
sun altitude equivalent to equinox. It is based on the USGS's 10m NED DEM
(available in EE as USGS/NED)."
"1573166116-78","https://developers.google.com/earth-engine/datasets/catalog","Global Friction Surface 2015","https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_friction_surface_2015_v1_0","2015-01-01T00:00:00.0000Z - 2016-01-01T00:00:00.0000Z","Malaria Atlas Project, University of Oxford","http://www.map.ox.ac.uk/accessibility_to_cities/","accessibility
    
      friction
    
      oxford
    
      map
    
      jrc
    
      twente","This global friction surface enumerates land-based travel speed for all land pixels between 85 degrees north and 60 degrees south for a nominal year 2015."
"1573166912-218","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 5 Surface Reflectance Tier 1","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C01_T1_SR","null","USGS","https://landsat.usgs.gov/landsat-surface-reflectance-high-level-data-products","global
    
      sr
    
      reflectance
    
      ledaps
    
      cloud
    
      fmask
    
      cfmask
    
      lt05
    
      landsat
    
      usgs","This dataset is the atmospherically
corrected surface reflectance from  the Landsat 5 ETM sensor.
These images contain 4 visible and near-infrared (VNIR) bands and 2 short-wave
infrared (SWIR) bands processed to orthorectified surface reflectance,
and one thermal infrared (TIR) band processed to orthorectified brightness
temperature.  The VNIR and SWIR bands have a resolution of 30m / pixel.
The TIR band, while originally collected with a resolution of 120m / pixel
(60m / pixel for Landsat 7) has been resampled using cubic convolution to 30m."
"1573167056-288","https://developers.google.com/earth-engine/datasets/catalog","US EPA Ecoregions (Level III)","https://developers.google.com/earth-engine/datasets/catalog/EPA_Ecoregions_2013_L3","2013-04-16T00:00:00 - 2013-04-17T00:00:00","United States Environmental Protection Agency","https://www.epa.gov/eco-research/level-iii-and-iv-ecoregions-continental-united-states","ecoregions
    
      epa","The U.S. Environmental Protection Agency (USEPA) provides
the Ecoregions dataset to serve as a spatial framework for the
research, assessment, management, and monitoring of ecosystems
and ecosystem components. Ecoregions denote areas of general
similarity in ecosystems and in the type, quality, and quantity
of environmental resources. These general-purpose regions are
critical for structuring and implementing ecosystem management
strategies across federal agencies, state agencies, and nongovernmental
organizations that are responsible for different types of resources
within the same geographical areas."
"1573166273-105","https://developers.google.com/earth-engine/datasets/catalog","PRISM Long-Term Average Climate Dataset Norm81m","https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_Norm81m","1981-01-01 - 2001-01-01","PRISM / OREGONSTATE","http://www.prism.oregonstate.edu/","precipitation
    
      climate
    
      weather
    
      temperature
    
      geophysical
    
      vapor
    
      pressure
    
      monthly
    
      30-year
    
      prism
    
      oregonstate","The PRISM daily and monthly datasets are gridded climate datasets for the conterminous United States, produced by the PRISM Climate Group at Oregon State University."
"1573166920-222","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 4 TM Collection 1 Tier 2 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C01_T2","null","USGS","http://landsat.usgs.gov/","global
    
      tm
    
      l4
    
      lt4
    
      c1
    
      tier2
    
      t2
    
      radiance
    
      landsat
    
      usgs","Landsat 4 TM Collection 1 Tier 2 DN values, representing scaled, calibrated at-sensor radiance."
"1573166590-145","https://developers.google.com/earth-engine/datasets/catalog","NLDAS-2: North American Land Data Assimilation System Forcing Fields","https://developers.google.com/earth-engine/datasets/catalog/NASA_NLDAS_FORA0125_H002","1979-01-01T00:00:00 - Present","NASA","http://ldas.gsfc.nasa.gov/nldas/NLDAS2forcing.php","forcing
    
      wind
    
      temperature
    
      humidity
    
      geophysical
    
      pressure
    
      radiation
    
      precipitation
    
      evaporation
    
      climate
    
      nasa
    
      ldas
    
      nldas
    
      hourly","Land Data Assimilation System (LDAS) combines multiple sources of observations (such as precipitation gauge data, satellite data, and radar precipitation measurements) to produce estimates of climatological properties at or near the Earth's surface.
This dataset is the primary (default) forcing file (File A) for Phase 2 of the North American Land Data Assimilation System (NLDAS-2). The data are in 1/8th-degree grid spacing; the temporal resolution is hourly.
NLDAS is a collaboration project among several groups: NOAA/NCEP's Environmental Modeling Center (EMC), NASA's Goddard Space Flight Center (GSFC), Princeton University, the University of Washington, the NOAA/NWS Office of Hydrological Development (OHD), and the NOAA/NCEP Climate Prediction Center (CPC). NLDAS is a core project with support from NOAA's Climate Prediction Program for the Americas (CPPA)."
"1573166916-220","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 4 TM Collection 1 Tier 2 TOA Reflectance","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C01_T2_TOA","null","null","","global
    
      toa
    
      landsat
    
      usgs","Landsat 4 TM Collection 1 Tier 2
  calibrated top-of-atmosphere (TOA) reflectance.
  Calibration coefficients are extracted from the image metadata.  See
  Chander et al. (2009) for details on the TOA computation."
"1573165874-17","https://developers.google.com/earth-engine/datasets/catalog","WorldClim Climatology V1","https://developers.google.com/earth-engine/datasets/catalog/WORLDCLIM_V1_MONTHLY","1960-01-01T00:00:00 - 1991-01-01T00:00:00","University of California, Berkeley","http://www.worldclim.org/version1","worldclim
    
      weather
    
      monthly
    
      climate
    
      temperature
    
      precipitation
    
      ucb
    
      berkeley","WorldClim version 1 has average monthly global climate data for minimum,
mean, and maximum temperature and for precipitation."
"1573166124-82","https://developers.google.com/earth-engine/datasets/catalog","Oxford MAP LST: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature","https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_LST_Night_5km_Monthly","2001-03-01T00:00:00 - 2015-06-01T00:00:00","Oxford Malaria Atlas Project","http://www.map.ox.ac.uk/map-earth-engine-meta-data/","lst
    
      surface-temperature
    
      oxford
    
      map","The underlying dataset for this nighttime product is MODIS land surface
temperature data (MOD11A2), which was gap-filled using the approach outlined
in Weiss et al. (2014) to eliminate missing data caused by factors such as
cloud cover. Gap-free outputs were then aggregated temporally and spatially
to produce the monthly ≈5km product."
"1573166406-120","https://developers.google.com/earth-engine/datasets/catalog","GFS: Global Forecast System 384-Hour Predicted Atmosphere Data","https://developers.google.com/earth-engine/datasets/catalog/NOAA_GFS0P25","2015-07-01T00:00:00 - Present","NOAA/NCEP/EMC","http://www.emc.ncep.noaa.gov/index.php?branch=GFS","temperature
    
      humidity
    
      wind
    
      radiation
    
      precipitation
    
      flux
    
      cloud
    
      vapor
    
      weather
    
      forecast
    
      climate
    
      geophysical
    
      noaa
    
      gfs
    
      ncep
    
      emc","The Global Forecast System (GFS) is a weather forecast model produced by
the National Centers for Environmental Prediction (NCEP). The GFS dataset
consists of selected model outputs (described below) as gridded forecast
variables. The 384-hour forecasts, with 3-hour forecast interval,
are made at 6-hour temporal resolution (i.e. updated four times daily).
Use the 'creation_time' and 'forecast_time' properties to select data of
interest."
"1573166743-162","https://developers.google.com/earth-engine/datasets/catalog","MYD13A1.005 Vegetation Indices 16-Day L3 Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_MYD13A1","2002-07-04T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/myd13a1","vegetation
    
      ndvi
    
      evi
    
      modis
    
      myd13a1
    
      16-day
    
      global
    
      aqua","Global MODIS vegetation indices are designed to
provide consistent spatial and temporal comparisons of vegetation conditions.
Blue, red, and near-infrared reflectances, centered at 469-nanometers,
645-nanometers, and 858-nanometers, respectively, are used to determine the
MODIS daily vegetation indices."
"1573165903-31","https://developers.google.com/earth-engine/datasets/catalog","SRTM Digital Elevation Data 30m","https://developers.google.com/earth-engine/datasets/catalog/USGS_SRTMGL1_003","2000-02-11T00:00:00 - 2000-02-22T00:00:00","NASA / USGS / JPL-Caltech","http://www2.jpl.nasa.gov/srtm/","srtm
    
      elevation
    
      topography
    
      dem
    
      geophysical
    
      nasa
    
      usgs","The Shuttle Radar Topography Mission (SRTM, see Farr
et al. 2007)
digital elevation data is an international research effort that
obtained digital elevation models on a near-global scale. This
SRTM V3 product (SRTM Plus) is provided by NASA JPL
at a resolution of 1 arc-second (approximately 30m)."
"1573166833-180","https://developers.google.com/earth-engine/datasets/catalog","MYD10A1.006 Aqua Snow Cover Daily Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD10A1","2000-02-24T00:00:00 - Present","NSIDC","http://nsidc.org/data/mod10a1","snow
    
      albedo
    
      geophysical
    
      modis
    
      myd10a1
    
      daily
    
      global
    
      nsidc
    
      nasa
    
      aqua","The MYD10A1 V6 Snow Cover Daily Global 500m product contains snow cover, snow albedo, fractional snow cover, and quality assessment (QA) data. Snow cover data are based on a snow mapping algorithm that employs a Normalized Difference Snow Index (NDSI) and other criteria tests."
"1573167129-323","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-5P NRTI CLOUD: Near Real-Time Cloud","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_CLOUD","2018-07-05T23:24:16 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-5p-tropomi","tropomi
    
      cloud
    
      climate
    
      eu
    
      esa
    
      copernicus
    
      sentinel
    
      s5p
    
      dlr","Sentinel-5 Precursor is a satellite launched on 13 October 2017
by the European Space Agency to monitor air pollution.  The onboard sensor
is frequently referred to as Tropomi (TROPOspheric Monitoring Instrument)."
"1573165922-40","https://developers.google.com/earth-engine/datasets/catalog","USGS GAP Puerto Rico 2001","https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_PR_2001","2001-01-01T00:00:00 - 2002-01-01T00:00:00","USGS","http://gapanalysis.usgs.gov/gaplandcover/","landcover
    
      vegetation
    
      gap
    
      usgs
    
      landfire","The GAP/LANDFIRE National Terrestrial Ecosystems data represents a detailed
vegetation and land cover classification for the Conterminous U.S., Alaska,
Hawaii, and Puerto Rico.GAP/LF 2011 Ecosystems for the Conterminous U.S. is
an update of the National Gap Analysis Program Land Cover Data - Version 2.2.
Alaska ecosystems have been updated by LANDFIRE to 2012 conditions (LANDFIRE 2012).
Hawaii and Puerto Rico data represent the 2001 time-frame (Gon et al. 2006, Gould et al. 2008).
The classification scheme used for the Alaska and the lower 48 states is based
on NatureServe’s Ecological System Classification (Comer et al. 2003), while
Puerto Rico and Hawaii’s map legend are based on island specific classification
systems (Gon et al. 2006, Gould et al. 2008)."
"1573166966-244","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 8 Collection 1 Tier 2 TOA Reflectance","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C01_T2_TOA","null","null","","global
    
      toa
    
      landsat
    
      usgs","Landsat 8 Collection 1 Tier 2
  calibrated top-of-atmosphere (TOA) reflectance.
  Calibration coefficients are extracted from the image metadata.  See
  Chander et al. (2009) for details on the TOA computation."
"1573166820-174","https://developers.google.com/earth-engine/datasets/catalog","MYD14A1.006: Aqua Thermal Anomalies & Fire Daily Global 1km","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD14A1","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MYD14A1.006","fire
    
      modis
    
      myd14a1
    
      daily
    
      global
    
      aqua
    
      usgs
    
      nasa","The MYD14A1 V6 dataset provides daily fire mask composites at 1km resolution derived from the MODIS 4- and 11-micrometer radiances. The fire detection strategy is based on absolute detection of a fire (when the fire strength is sufficient to detect), and on detection relative to its background (to account for variability of the surface temperature and reflection by sunlight). The product distinguishes between fire, no fire and no observation. This information is used for monitoring the spatial and temporal distribution of fires in different ecosystems, detecting changes in fire distribution and identifying new fire frontiers, wild fires, and changes in the frequency of the fires  or their relative strength. For more information see the MOD14 user guide."
"1573166205-92","https://developers.google.com/earth-engine/datasets/catalog","OpenLandMap predicted Hapludalfs probability","https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P_v01","1950-01-01T00:00:00 - 2018-01-01T00:00:00","EnvirometriX Ltd","https://doi.org/10.5281/zenodo.1476844","hapludalfs
    
      argillic
    
      envirometrix
    
      openlandmap
    
      opengeohub","Predicted USDA soil great groups at 250 m (probabilities)."
"1573166870-198","https://developers.google.com/earth-engine/datasets/catalog","MOD11A1.006 Terra Land Surface Temperature and Emissivity Daily Global 1km","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD11A1","2000-03-05T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MOD11A1.006","surface-temperature
    
      emissivity
    
      lst
    
      modis
    
      mod11a1
    
      daily
    
      global
    
      terra
    
      usgs
    
      nasa","The MOD11A1 V6 product provides daily land surface temperature (LST) and emissivity values in a 1200 x 1200 kilometer grid. The temperature value is derived from the MOD11_L2 swath product. Above 30 degrees latitude, some pixels may have multiple observations where the criteria for clear-sky are met. When this occurs, the pixel value is the average of all qualifying observations. Provided along with both the day-time and night-time surface temperature bands and their quality indicator layers are MODIS bands 31 and 32 and six observation layers."
"1573166072-73","https://developers.google.com/earth-engine/datasets/catalog","TIGER: US Census Tracts Demographic - Profile 1","https://developers.google.com/earth-engine/datasets/catalog/TIGER_2010_Tracts_DP1","2010-01-01T00:00:00 - 2010-01-02T00:00:00","United States Census Bureau","https://www.census.gov/geo/maps-data/data/tiger-data.html","us
    
      demographic
    
      social
    
      human
    
      census
    
      tiger","The United States Census Bureau regularly releases
a geodatabase named TIGER. This table contains the 2010 census
Demographic Profile 1 values aggregated by census tract. Tract
areas vary tremendously, but in urban areas are roughly equivalent
to a neighborhood. There are about 74,000 polygon features covering
the United States, the District of Columbia, Puerto Rico, and
the Island areas."
"1573167094-306","https://developers.google.com/earth-engine/datasets/catalog","Global ALOS Landforms","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_landforms","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      global
    
      csp
    
      ergo","The ALOS Landform dataset provides landform classes created by combining
the Continuous Heat-Insolation Load Index (ALOS CHILI) and the
multi-scale Topographic Position Index (ALOS mTPI) datasets. It is
based on the 30m ""AVE"" band of JAXA's ALOS DEM (available in EE as
JAXA/ALOS/AW3D30_V1_1)."
"1573167158-337","https://developers.google.com/earth-engine/datasets/catalog","GPWv411: Mean Administrative Unit Area (Gridded Population of the World Version 4.11)","https://developers.google.com/earth-engine/datasets/catalog/CIESIN_GPWv411_GPW_Mean_Administrative_Unit_Area","2000-01-01T00:00:00 - 2020-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/collection/gpw-v4","population
    
      ciesin
    
      gpw","The Gridded Population of World Version 4 (GPWv4), Revision 11 models the distribution
of global human population for the years 2000, 2005, 2010, 2015, and 2020
on 30 arc-second (approximately 1km) grid cells. Population is distributed
to cells using proportional allocation of population from census and
administrative units. Population input data are collected at the most
detailed spatial resolution available from the results of the 2010 round of
censuses, which occurred between 2005 and 2014. The input data are
extrapolated to produce population estimates for each modeled year."
